1 2112 0 0 0.039896 0.032044 0.045336
1 2112 0 0 -0.010433 0.0032022 -0.012503
1 2112 0 0 -0.019176 0.0137 0.01864
1 2112 0 0 0.0063957 0.021032 0.01392
1 2112 0 0 0.015268 -0.012428 -0.014047
1 2112 0 0 -0.014179 -0.0043342 -0.013336
1 2112 0 0 0.005289 0.017406 -0.018121
1 2112 0 0 0.028002 -0.0041733 0.075141
1 2112 0 0 0.004682 -0.0024942 0.013437
1 2112 0 0 0.019865 -0.015666 0.0041246
1 2112 0 0 -0.017111 -0.0078363 0.011058
1 2112 0 0 0.0075996 0.011507 0.031023
1 2112 0 0 0.012379 0.018153 0.029231
1 2112 0 0 -0.011558 -0.0086736 -0.010453
1 2112 0 0 -0.019737 -0.015448 0.022871
1 2112 0 0 0.023524 -0.014722 0.035878
1 2112 0 0 -0.016222 -0.01731 -0.008131
1 2112 0 0 -0.01177 -0.042704 0.016835
1 2112 0 0 -0.032521 0.045246 0.019766
1 2112 0 0 -0.00781 0.013108 -0.008812
1 2112 0 0 -0.02172 -0.030782 0.00072325
1 2112 0 0 -0.017158 0.0070512 0.016403
1 2112 0 0 -0.0065057 -0.011097 0.0068083
1 2112 0 0 -0.022006 0.022739 -0.023111
1 2112 0 0 -0.027906 0.051676 -0.0037881
1 2112 0 0 0.0060795 -0.022461 0.019257
1 2112 0 0 -0.016926 0.012881 -0.020808
1 2112 0 0 -0.015748 -0.066749 0.016449
1 2112 0 0 0.017748 -0.01373 0.02322
1 2112 0 0 -0.026957 0.029543 0.0025541
1 2112 0 0 -0.012912 -0.014237 0.0068221
1 2112 0 0 -0.013871 0.001118 -0.01247
1 2112 0 0 0.0067799 -0.026462 -0.0074624
1 2112 0 0 -0.0018702 -0.033464 0.048292
1 2112 0 0 -0.045447 -0.016829 0.014364
1 2112 0 0 -0.026577 0.083066 -0.05294
1 2112 0 0 0.011878 0.013428 0.011965
1 2112 0 0 0.018753 0.02615 0.0047881
1 2112 0 0 0.015964 0.017258 0.013113
1 2112 0 0 0.0072044 -0.0030449 -0.019754
1 2112 0 0 -0.027954 0.035075 -0.012951
1 2112 0 0 -0.38899 0.2098 -0.51214
1 2112 0 0 -0.016504 -0.0062634 0.013772
1 2112 0 0 -0.0038819 -0.0011098 -0.015892
1 2112 0 0 -0.018154 0.017789 0.010454
1 2112 0 0 -0.032732 0.005624 0.028775
1 2112 0 0 0.0045553 0.02977 -0.038328
1 2112 0 0 -0.010701 0.027678 0.026865
1 2112 0 0 0.041004 0.012654 0.0073721
1 2112 0 0 0.008055 0.017042 0.011599
1 2112 0 0 0.031167 -0.0071722 0.065725
1 2112 0 0 -0.0040354 -0.02386 0.020789
1 2112 0 0 -0.018841 -0.0073744 0.016787
1 2112 0 0 0.018623 0.0028067 0.01588
1 2112 0 0 0.0040321 0.022167 -0.025109
1 2112 0 0 -0.012279 0.014234 0.034872
