1		-995.0
2		-944.0
3		-893.0
4		-842.0
5		-791.0
6		-740.0
7		-689.0
8		-638.0
9		-587.0
10		-536.0
11		-485.0
12		-434.0
13		-383.0
14		-332.0
15		-281.0
16		-230.0
17		-179.0
18		-128.0
19		-77.0
20		-26.0
21		25.0
22		76.0
23		127.0
24		178.0
25		229.0
26		280.0
27		331.0
28		382.0
29		433.0
30		484.0
31		535.0
32		586.0
33		637.0
34		688.0
35		739.0
36		790.0
37		841.0
38		892.0
39		943.0
40		994.0
